0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,ID
0.13957094,0.071876116,0.07006841,0.070476055,0.018806519,0.24903557,-0.03827409,0.05496537,-0.06480245,0.12763819,0.25177267,0.062815264,-0.047347877,0.2150568,0.15999177,0.045129456,0.047699764,-0.070575036,0.047039658,0.2568938,-0.1293583,0.08214509,-0.1683193,0.18316624,0.013716403,0.06339911,0.16264153,0.010748881,-0.011065739,-0.10731409,-0.12124048,-0.00722728,1001013031989.0
0.1339996,-0.057989128,0.10630138,0.10000082,-0.08649392,0.24855547,-0.015273802,0.07692235,-0.15080497,0.071456075,0.31904963,0.041332513,-0.13861403,0.22377677,0.2566834,-0.050873075,0.018275341,-0.059851136,-0.044567592,0.33227947,-0.08406783,0.11079489,-0.26387212,0.116225556,0.045579042,0.025762105,0.20720603,0.06824606,0.011773348,-0.22678094,-0.13529876,-0.09250019,1001013032184.0
0.10207509,-0.06815806,0.088410765,0.11235068,-0.094965756,0.2440629,0.019451978,0.08206733,-0.15946844,0.058786456,0.32662913,-0.0069453493,-0.1388397,0.21686246,0.25763223,-0.040499665,0.022165662,-0.054822497,-0.04352366,0.34793517,-0.07619845,0.112667225,-0.2719588,0.12040034,0.05402125,-0.00016896427,0.21434563,0.0694562,0.009313717,-0.23219551,-0.13623007,-0.106896535,1001013032192.0
0.13217135,-0.052534256,0.11055264,0.07236533,-0.07205226,0.25814864,-0.02341107,0.07105835,-0.15864372,0.06061306,0.32930976,0.053487856,-0.15051526,0.21888947,0.26780716,-0.041264966,0.025308985,-0.04601085,-0.04481227,0.3485356,-0.088778116,0.10494186,-0.2682156,0.118411526,0.0501927,0.03020867,0.20720328,0.06111572,0.001739083,-0.20954552,-0.15172915,-0.09048405,1001013032206.0
0.11601495,-0.06749519,0.09585366,0.10629012,-0.09813143,0.24597427,0.0009988208,0.07305374,-0.16047908,0.06701713,0.32923022,0.0111221075,-0.14078549,0.2236649,0.25389546,-0.045034237,0.017986102,-0.05504832,-0.044602152,0.34300867,-0.07728079,0.108860426,-0.2702559,0.11924185,0.046149798,0.011292496,0.21524511,0.073317,0.011836922,-0.23339434,-0.13765185,-0.10379839,1001013032344.0
0.10640975,-0.037110273,0.08547497,0.09932509,-0.067919835,0.24640046,0.009349052,0.08100062,-0.14078182,0.06761511,0.31217766,0.0073912437,-0.12162566,0.21252175,0.2444241,-0.019755095,0.030847251,-0.055251062,-0.024475781,0.33431372,-0.08890015,0.10655198,-0.25258347,0.13371669,0.048478123,0.01243017,0.20316891,0.053685103,0.00037411597,-0.2036415,-0.13746244,-0.08486248,1001014004674.0
0.13957095,0.07187612,0.070068404,0.07047605,0.018806519,0.24903557,-0.038274076,0.05496537,-0.0648025,0.12763819,0.25177267,0.06281526,-0.047347885,0.2150568,0.15999177,0.045129456,0.04769975,-0.070575036,0.047039658,0.2568938,-0.12935834,0.08214508,-0.16831928,0.18316624,0.013716396,0.063399106,0.16264153,0.010748866,-0.011065739,-0.10731409,-0.12124048,-0.007227295,1001014004756.0
0.12927975,0.016248688,0.077674344,0.095601,-0.027138155,0.24516691,-0.01607241,0.0671357,-0.09686935,0.10652524,0.27381673,0.04141863,-0.08006387,0.21968907,0.19425967,0.005747754,0.03413943,-0.07280043,0.012828346,0.28363276,-0.10846139,0.09763098,-0.2049665,0.15772425,0.027556349,0.040002435,0.18028258,0.03600092,0.002175499,-0.16071248,-0.11942581,-0.04232061,1001014004926.0
0.13957094,0.07187612,0.070068404,0.070476055,0.018806504,0.24903557,-0.03827406,0.05496537,-0.06480247,0.1276382,0.25177267,0.06281526,-0.04734787,0.21505678,0.15999177,0.045129456,0.04769975,-0.070575036,0.047039658,0.2568938,-0.12935832,0.08214508,-0.1683193,0.18316622,0.0137163885,0.06339912,0.16264153,0.010748866,-0.011065739,-0.10731409,-0.12124048,-0.00722728,1001014004935.0
0.0961196,-0.028459923,0.07304805,0.13237108,-0.0688424,0.24117438,0.027640263,0.09625635,-0.11198667,0.09236363,0.27021033,0.009344857,-0.098845616,0.22228867,0.2201723,-0.019736044,0.025571106,-0.0921135,0.0027578701,0.29612178,-0.08972293,0.11774585,-0.2165442,0.13742882,0.038878884,0.007058954,0.18547645,0.05153076,0.0088967495,-0.19894892,-0.116229475,-0.046432864,1001014005033.0
0.11279901,-0.013238874,0.07751346,0.10679435,-0.051066983,0.24430384,0.0043514394,0.07656346,-0.11599239,0.09080104,0.28660855,0.019998152,-0.09875069,0.21919063,0.2151794,-0.008581711,0.030227585,-0.07149607,-0.0017953197,0.30395812,-0.09651567,0.10514937,-0.22400047,0.1458665,0.037150927,0.021586781,0.19002786,0.04696508,0.0046487413,-0.1846568,-0.12339841,-0.059410725,1001014005073.0
0.11167269,0.004085801,0.070194826,0.103533395,-0.04340474,0.24104452,0.002017756,0.06989447,-0.10977915,0.096571244,0.28685448,0.006620344,-0.08472008,0.2158325,0.19975244,0.008994352,0.035485882,-0.0640898,0.0076759737,0.30020905,-0.10026571,0.09590495,-0.2170044,0.15549043,0.03175111,0.024573999,0.19028112,0.041227087,-0.0016299994,-0.17211853,-0.12442542,-0.060575023,1001014005092.0
0.1313813,-0.017149517,0.09081275,0.08787802,-0.04681902,0.24939714,-0.01704574,0.06642047,-0.1261013,0.08497284,0.30163872,0.042784583,-0.11207926,0.21985595,0.22668622,-0.017169196,0.028828543,-0.059405033,-0.016236786,0.31422395,-0.09801318,0.10174811,-0.23810303,0.14216739,0.039192602,0.03363334,0.19488099,0.04969719,0.0061870394,-0.18688594,-0.12982377,-0.070965335,1001014005111.0
0.13957094,0.071876116,0.07006841,0.070476055,0.018806504,0.24903557,-0.03827407,0.05496537,-0.06480247,0.1276382,0.25177267,0.06281526,-0.04734787,0.2150568,0.15999177,0.045129456,0.04769975,-0.07057504,0.047039658,0.2568938,-0.1293583,0.08214509,-0.16831928,0.18316624,0.013716396,0.06339913,0.16264153,0.010748873,-0.011065739,-0.10731409,-0.12124048,-0.00722728,1001014005147.0
0.13957095,0.07187613,0.07006842,0.070476055,0.018806534,0.24903557,-0.03827406,0.054965384,-0.0648025,0.12763822,0.25177267,0.06281527,-0.047347892,0.21505678,0.15999176,0.045129463,0.047699764,-0.07057504,0.047039658,0.2568938,-0.1293583,0.08214508,-0.1683193,0.18316622,0.013716396,0.06339911,0.16264153,0.010748873,-0.011065724,-0.10731407,-0.12124048,-0.00722728,1001014008311.0
0.110230975,-0.0015919157,0.06899329,0.10961422,-0.04373773,0.24087003,0.0070700883,0.07165458,-0.10865276,0.09679718,0.2834636,0.008842451,-0.085818484,0.21816923,0.20037125,0.002881519,0.03231647,-0.07109929,0.006309053,0.29661343,-0.099199705,0.10164847,-0.21748926,0.15566392,0.033315968,0.020942155,0.18915474,0.043134674,0.004865966,-0.1775121,-0.11825279,-0.058225665,1001014008474.0
0.13957094,0.07187612,0.07006841,0.070476055,0.018806519,0.24903557,-0.038274076,0.054965377,-0.06480247,0.12763819,0.25177267,0.062815264,-0.04734787,0.21505678,0.15999177,0.045129456,0.047699764,-0.07057504,0.047039658,0.2568938,-0.12935832,0.08214509,-0.16831928,0.18316622,0.013716403,0.063399106,0.16264153,0.010748866,-0.011065732,-0.10731409,-0.12124048,-0.00722728,1001014008630.0
0.0875021,-0.03570782,0.06654502,0.12805827,-0.07243377,0.2374134,0.038083702,0.08751037,-0.12899134,0.07644393,0.29554906,-0.025399001,-0.10528697,0.21402356,0.22497435,-0.013009798,0.029664766,-0.0687085,-0.011165602,0.32117352,-0.08363937,0.11091691,-0.23951778,0.13967101,0.047800668,-0.0042417278,0.19984515,0.055384513,0.0061630644,-0.20586663,-0.12157674,-0.08241161,1001014008643.0
0.13957094,0.07187612,0.070068404,0.070476055,0.018806519,0.24903557,-0.038274083,0.05496537,-0.06480248,0.12763819,0.25177267,0.06281526,-0.04734787,0.2150568,0.15999177,0.045129456,0.047699764,-0.07057504,0.047039658,0.2568938,-0.1293583,0.08214508,-0.1683193,0.18316624,0.013716403,0.06339911,0.16264153,0.010748873,-0.011065739,-0.10731408,-0.12124048,-0.00722728,1001014008750.0
0.12433731,-0.04761137,0.09376467,0.100764796,-0.07291138,0.24586645,-0.002914346,0.07293438,-0.14501789,0.069542184,0.31821364,0.021291316,-0.12797916,0.21726526,0.24491674,-0.03648044,0.023596331,-0.05500221,-0.039100043,0.33249632,-0.08654714,0.10857163,-0.26173517,0.12673269,0.049157724,0.018374037,0.20612767,0.062158063,0.011308374,-0.21640989,-0.13076697,-0.0977761,1001014008875.0
0.13957094,0.07187617,0.070068054,0.07047658,0.01880637,0.24903516,-0.038274,0.05496499,-0.0648029,0.12763809,0.25177315,0.06281475,-0.047347832,0.21505702,0.1599914,0.045129113,0.047699496,-0.070575394,0.047039658,0.2568937,-0.1293584,0.08214505,-0.16831952,0.18316655,0.013716254,0.063399166,0.16264196,0.0107489,-0.011065776,-0.1073144,-0.12124021,-0.007227742,1001014015763.0
0.13957095,0.07187612,0.070068404,0.070476055,0.018806519,0.24903557,-0.038274076,0.054965377,-0.0648025,0.1276382,0.25177267,0.06281526,-0.047347877,0.2150568,0.15999176,0.045129456,0.04769975,-0.07057504,0.047039643,0.2568938,-0.1293583,0.082145095,-0.16831928,0.18316624,0.0137163885,0.06339911,0.16264153,0.01074887,-0.011065732,-0.10731407,-0.1212405,-0.007227295,1001014015808.0
0.13944954,0.07187787,0.07003685,0.07059597,0.018734632,0.24897026,-0.038260855,0.05492768,-0.06488828,0.12754951,0.25184003,0.0628489,-0.047368985,0.21509743,0.1599842,0.045090843,0.047665227,-0.07065594,0.047086567,0.2568858,-0.12948555,0.08219881,-0.16837567,0.18326446,0.013714199,0.063365005,0.16270678,0.010738862,-0.011068168,-0.1072953,-0.12125419,-0.007219331,1001014015959.0
0.13957095,0.07187612,0.070068404,0.070476055,0.018806519,0.24903557,-0.038274076,0.054965377,-0.0648025,0.12763819,0.25177267,0.062815264,-0.047347862,0.2150568,0.15999177,0.045129463,0.047699764,-0.07057504,0.047039643,0.2568938,-0.12935832,0.08214509,-0.1683193,0.18316624,0.0137163885,0.06339911,0.16264153,0.010748866,-0.011065739,-0.10731407,-0.12124048,-0.007227295,1001014016162.0
0.08282653,-0.06479992,0.072975926,0.14224981,-0.099056266,0.23657815,0.047028694,0.09785443,-0.1415237,0.06964367,0.30081072,-0.028760286,-0.12047031,0.21766542,0.24264345,-0.036140967,0.021391481,-0.07653025,-0.025989758,0.32831815,-0.07364983,0.12125162,-0.25228858,0.12430278,0.052054327,-0.014362673,0.20527776,0.06763093,0.013456613,-0.23319657,-0.12110756,-0.089501716,1001014016217.0
0.109839045,-0.019058758,0.072718926,0.12569425,-0.062246468,0.23863272,0.01294805,0.08035251,-0.111612245,0.09797674,0.27966118,0.009329648,-0.091433585,0.22318323,0.206998,-0.014354532,0.025058208,-0.082513295,-0.00031344593,0.29307848,-0.09275292,0.109941445,-0.22014363,0.14490178,0.033839263,0.015660862,0.18993546,0.051893443,0.01191731,-0.19650285,-0.112828426,-0.058316343,1001014016263.0
0.12627196,-0.032008596,0.084361926,0.11063517,-0.06681603,0.24032167,-0.0033886898,0.06694369,-0.13078941,0.0858742,0.30681863,0.014937176,-0.108448915,0.2214179,0.22090234,-0.025896704,0.022746349,-0.06201224,-0.024973057,0.31352162,-0.089372754,0.10513691,-0.24668238,0.138586,0.03942557,0.021427026,0.2025686,0.060031172,0.015282312,-0.20949697,-0.11929309,-0.08957052,1001014016266.0
0.13957095,0.07187612,0.07006842,0.070476055,0.018806504,0.24903557,-0.038274076,0.05496537,-0.06480248,0.12763819,0.25177267,0.062815264,-0.047347885,0.2150568,0.15999177,0.04512945,0.04769975,-0.07057504,0.047039658,0.2568938,-0.1293583,0.08214509,-0.16831928,0.18316624,0.0137163885,0.063399106,0.16264154,0.01074887,-0.011065739,-0.10731409,-0.12124048,-0.007227295,1001014016403.0
0.09602782,-0.04061819,0.08025989,0.10175267,-0.07371179,0.24622644,0.018100368,0.08074737,-0.14474332,0.06619917,0.3143061,-0.006251645,-0.12328389,0.21286029,0.24301751,-0.015676072,0.031482987,-0.054064024,-0.021731606,0.3392218,-0.08556992,0.1051578,-0.25213924,0.13343202,0.048771683,0.0054300376,0.20534109,0.055267233,-0.0021363986,-0.20318629,-0.14050047,-0.086753875,1001014017101.0
0.13957094,0.07187612,0.070068404,0.07047606,0.018806519,0.24903557,-0.038274076,0.054965377,-0.0648025,0.1276382,0.25177267,0.062815264,-0.04734787,0.2150568,0.15999177,0.045129456,0.047699764,-0.07057504,0.047039643,0.2568938,-0.12935832,0.08214508,-0.1683193,0.18316622,0.013716396,0.06339912,0.16264154,0.010748873,-0.011065739,-0.10731409,-0.1212405,-0.00722728,1001014043356.0
0.10852358,-0.005104479,0.069587305,0.11546141,-0.049161676,0.2394328,0.010075228,0.076441824,-0.1077958,0.096794344,0.28104776,0.0067352937,-0.08516499,0.21763922,0.2022869,-0.00088639534,0.031312365,-0.07451199,0.0051970016,0.29506463,-0.09799689,0.104295895,-0.21736443,0.15261222,0.033584997,0.018958349,0.18863562,0.044467326,0.0055980394,-0.18269382,-0.11706237,-0.057336845,1001014043576.0
0.13957094,0.07187612,0.070068404,0.07047607,0.018806519,0.24903557,-0.03827409,0.05496537,-0.06480248,0.1276382,0.25177267,0.062815264,-0.047347862,0.2150568,0.15999177,0.04512945,0.04769978,-0.07057504,0.047039643,0.2568938,-0.1293583,0.08214509,-0.1683193,0.18316624,0.013716381,0.063399106,0.16264154,0.010748877,-0.011065739,-0.10731408,-0.12124048,-0.00722728,1001014043741.0
0.13957094,0.07187612,0.070068404,0.070476055,0.018806519,0.24903557,-0.03827406,0.054965384,-0.06480247,0.12763819,0.25177267,0.062815264,-0.04734787,0.21505678,0.15999177,0.045129456,0.047699764,-0.070575036,0.047039658,0.2568938,-0.12935834,0.08214509,-0.16831928,0.18316622,0.013716396,0.06339911,0.16264153,0.010748866,-0.011065739,-0.10731409,-0.12124048,-0.007227295,1001014043776.0
0.13957095,0.07187612,0.07006841,0.070476055,0.018806519,0.24903557,-0.038274076,0.054965377,-0.0648025,0.12763819,0.25177267,0.06281527,-0.047347862,0.2150568,0.15999177,0.045129456,0.047699764,-0.07057504,0.047039658,0.2568938,-0.12935832,0.08214509,-0.1683193,0.18316624,0.013716411,0.06339911,0.16264154,0.01074887,-0.011065739,-0.10731409,-0.12124048,-0.00722728,1001014043809.0
0.13957094,0.07187612,0.07006842,0.070476055,0.018806504,0.24903557,-0.03827409,0.05496537,-0.06480248,0.12763819,0.25177267,0.062815264,-0.04734787,0.2150568,0.15999177,0.04512945,0.047699764,-0.07057504,0.047039658,0.2568938,-0.1293583,0.08214509,-0.1683193,0.18316624,0.013716396,0.06339913,0.16264154,0.010748885,-0.011065739,-0.10731409,-0.12124048,-0.007227295,1001014043920.0
0.10409352,-0.079970054,0.099233806,0.08809784,-0.098358855,0.25057814,0.011037185,0.077653624,-0.18322015,0.037287857,0.3536339,-0.0059507308,-0.1624941,0.21070376,0.2833386,-0.043119803,0.026320992,-0.030752763,-0.06214582,0.3787257,-0.07334097,0.10661569,-0.2964402,0.11250197,0.063291416,0.00079042447,0.22580244,0.07140262,-0.00020234287,-0.23551802,-0.15602535,-0.12933393,1001014045719.0
0.13957094,0.07187612,0.07006841,0.070476055,0.018806519,0.24903557,-0.038274076,0.05496537,-0.06480248,0.12763819,0.25177267,0.06281526,-0.047347862,0.2150568,0.15999176,0.045129456,0.047699764,-0.07057504,0.047039658,0.2568938,-0.12935832,0.08214509,-0.1683193,0.18316624,0.013716396,0.06339912,0.16264154,0.010748877,-0.011065739,-0.10731409,-0.12124048,-0.007227295,1001014045945.0
0.13144368,-0.030506875,0.09418472,0.100947805,-0.06286315,0.24854116,-0.014220807,0.07291558,-0.1274113,0.089200914,0.29593375,0.04735096,-0.11653044,0.22657499,0.23008388,-0.031084571,0.021949401,-0.07155729,-0.018393006,0.30849802,-0.09301519,0.10826424,-0.23625162,0.13330542,0.037092224,0.030964885,0.19426733,0.057188045,0.011777661,-0.20044723,-0.12581877,-0.06575889,1001014046347.0
0.1203949,0.0074486174,0.071381494,0.10760577,-0.034270108,0.24244833,-0.0022624393,0.06893505,-0.09913366,0.10602729,0.27272886,0.027265368,-0.08119142,0.22224225,0.19238433,0.002855159,0.031290967,-0.07723024,0.012595435,0.28428477,-0.10311308,0.10120403,-0.20656443,0.15753043,0.029519673,0.029897517,0.18246968,0.040900182,0.0073100664,-0.16872552,-0.11355968,-0.04705761,1001014046353.0
0.10804296,-0.102241226,0.1013627,0.12204611,-0.122449614,0.24499343,0.019511763,0.0878766,-0.17695849,0.050917238,0.33679152,0.001145273,-0.16178644,0.22374631,0.27946895,-0.07139707,0.011049998,-0.059357736,-0.06588479,0.35812947,-0.0646488,0.12222361,-0.29046747,0.10060156,0.059404932,-0.005178387,0.2220238,0.086020514,0.019636804,-0.2630618,-0.13595591,-0.121055834,1001014046366.0
0.1231575,-0.043281045,0.09313572,0.094035424,-0.07337386,0.2465834,-0.008329657,0.06746688,-0.14814736,0.07083105,0.32411164,0.019365236,-0.12726079,0.21825783,0.24291275,-0.02946901,0.024831971,-0.050021525,-0.035584975,0.33526054,-0.08766903,0.1034039,-0.2618629,0.13174486,0.044380408,0.021153558,0.20944457,0.061266404,0.0074936016,-0.21289586,-0.13626774,-0.096765295,1001014046592.0
0.13957095,0.07187613,0.070068404,0.07047605,0.018806519,0.24903557,-0.038274076,0.054965377,-0.0648025,0.12763819,0.25177267,0.062815264,-0.04734787,0.21505678,0.15999177,0.045129456,0.047699764,-0.07057504,0.047039658,0.2568938,-0.1293583,0.082145095,-0.1683193,0.18316624,0.013716396,0.063399106,0.16264154,0.010748866,-0.011065739,-0.10731407,-0.1212405,-0.007227295,1001015002343.0
0.10363862,0.0037022287,0.06438955,0.11575789,-0.04099108,0.23934259,0.0155609725,0.078413,-0.101437986,0.09870011,0.27360523,0.0027936774,-0.07938759,0.21600755,0.19664945,0.007697222,0.03478919,-0.07582467,0.013651074,0.29164678,-0.09994875,0.103044875,-0.209339,0.15662421,0.03405466,0.017667236,0.18454471,0.039661482,0.0022445358,-0.17229716,-0.11608139,-0.051294997,1001015002471.0
0.13957094,0.07187612,0.07006842,0.07047604,0.018806504,0.24903557,-0.038274076,0.05496537,-0.06480248,0.1276382,0.25177267,0.06281526,-0.047347877,0.2150568,0.15999177,0.04512945,0.04769975,-0.07057504,0.047039658,0.2568938,-0.12935832,0.08214509,-0.16831928,0.18316622,0.013716396,0.06339912,0.16264154,0.01074887,-0.011065739,-0.10731409,-0.12124048,-0.00722728,1001015002601.0
0.1029791,-0.02361074,0.07497193,0.10784244,-0.06010871,0.24285638,0.014558717,0.077735335,-0.12750576,0.07990181,0.29928732,-0.00026980415,-0.10569335,0.21483618,0.22367492,-0.008754209,0.031566843,-0.06260128,-0.010055799,0.31919736,-0.09144067,0.10457565,-0.23693809,0.14295715,0.042761177,0.011751744,0.19766995,0.050158884,0.0022247322,-0.1931479,-0.12840274,-0.07533734,1001015002603.0
0.118095726,-0.033925917,0.08486098,0.10089733,-0.05990173,0.24439187,0.0041228747,0.0719735,-0.13676539,0.072724484,0.31119663,0.012394062,-0.11829886,0.2151658,0.23485117,-0.022407088,0.028318401,-0.05396305,-0.027626576,0.32852238,-0.089058705,0.105381876,-0.25329316,0.13696377,0.0487527,0.01674506,0.20293051,0.056391127,0.008666865,-0.20332235,-0.12760355,-0.09360918,1001015002946.0
0.085165665,-0.07481379,0.07911136,0.13050023,-0.10274851,0.24026643,0.041698717,0.092625864,-0.15617822,0.058931056,0.31718206,-0.02609565,-0.13539857,0.21698906,0.25599748,-0.040978435,0.0211934,-0.065102264,-0.037809547,0.34489116,-0.0710714,0.11907896,-0.2672782,0.12002311,0.0564203,-0.014115539,0.2126859,0.07137205,0.011901935,-0.23819165,-0.12996036,-0.10295896,1001015002974.0
0.13957094,0.07187612,0.07006842,0.07047604,0.018806519,0.24903557,-0.038274076,0.054965377,-0.06480248,0.12763819,0.25177267,0.06281526,-0.047347877,0.2150568,0.15999177,0.04512945,0.047699764,-0.07057504,0.047039658,0.25689384,-0.12935832,0.082145095,-0.1683193,0.18316624,0.013716396,0.06339912,0.16264153,0.010748866,-0.011065739,-0.10731409,-0.12124048,-0.00722728,1001015005185.0
0.13957095,0.07187612,0.070068404,0.070476055,0.018806504,0.24903557,-0.038274076,0.054965377,-0.06480248,0.12763819,0.25177267,0.06281526,-0.04734787,0.2150568,0.15999177,0.045129456,0.047699764,-0.07057504,0.047039658,0.2568938,-0.1293583,0.08214508,-0.1683193,0.18316624,0.013716381,0.06339913,0.16264154,0.010748866,-0.011065739,-0.10731408,-0.12124048,-0.00722728,1001015005199.0
0.13957094,0.071876116,0.070068404,0.07047606,0.018806519,0.24903557,-0.038274076,0.05496537,-0.0648025,0.1276382,0.25177267,0.062815264,-0.047347877,0.2150568,0.15999177,0.045129456,0.047699764,-0.07057505,0.047039643,0.2568938,-0.1293583,0.08214508,-0.16831928,0.18316624,0.013716396,0.06339911,0.16264154,0.010748873,-0.011065739,-0.10731409,-0.12124048,-0.007227295,1001015005279.0
0.13957095,0.07187612,0.070068404,0.07047605,0.018806519,0.24903557,-0.038274076,0.05496537,-0.06480248,0.1276382,0.25177267,0.06281526,-0.047347877,0.2150568,0.15999177,0.045129456,0.047699764,-0.07057504,0.047039658,0.2568938,-0.1293583,0.08214508,-0.1683193,0.18316622,0.013716381,0.06339912,0.16264153,0.010748873,-0.011065747,-0.10731409,-0.12124048,-0.00722728,1001015005322.0
0.13957095,0.07187612,0.070068404,0.070476055,0.018806504,0.24903557,-0.038274076,0.054965377,-0.0648025,0.12763819,0.25177267,0.062815264,-0.047347877,0.2150568,0.15999176,0.045129456,0.047699764,-0.07057504,0.047039643,0.2568938,-0.1293583,0.08214509,-0.1683193,0.18316624,0.0137163885,0.06339911,0.16264153,0.01074887,-0.011065732,-0.10731407,-0.12124048,-0.007227295,1001015005323.0
0.13957094,0.07187613,0.070068404,0.070476055,0.018806519,0.24903557,-0.038274076,0.054965377,-0.06480248,0.12763819,0.25177267,0.062815264,-0.04734787,0.2150568,0.15999177,0.045129456,0.047699764,-0.070575036,0.047039643,0.2568938,-0.12935834,0.082145095,-0.16831928,0.18316624,0.013716403,0.063399106,0.16264153,0.010748866,-0.011065739,-0.10731408,-0.1212405,-0.007227295,1001015005389.0
0.13957094,0.07187612,0.070068404,0.07047605,0.018806519,0.24903557,-0.03827406,0.054965384,-0.06480248,0.12763822,0.25177267,0.06281526,-0.047347877,0.21505678,0.15999177,0.04512947,0.047699764,-0.07057504,0.047039658,0.2568938,-0.1293583,0.08214507,-0.16831928,0.18316622,0.013716403,0.06339911,0.16264153,0.01074887,-0.011065739,-0.10731407,-0.1212405,-0.00722728,1001015005416.0
